restaurant,food,price,taste,location,portion_size,dish_category,description,source_url,votes_count
Just Taste,Fried Rice with Fried Chicken medium pack,47.0,8.5,Accra,,Fried Rice Dishes,,chowdeck,1
Just Taste,Assorted Rice Heavy Loaded,55.0,8.7,Accra,,Fried Rice Dishes,,chowdeck,1
Just Taste,Special Fried Rice,65.0,8.9,Accra,,Fried Rice Dishes,,chowdeck,1
Just Taste,Fried Rice with Fried Chicken Heavy Loaded,55.0,8.6,Accra,,Fried Rice Dishes,,chowdeck,1
Just Taste,Assorted Rice with Chicken Thigh,55.0,8.3,Accra,,Fried Rice Dishes,,chowdeck,1
Just Taste,Egg and Tuna Salad,40.0,7.2,Accra,,Salads,,chowdeck,1
Just Taste,Vegetable Salad,25.0,6.8,Accra,,Salads,,chowdeck,1
Just Taste,Assorted Jollof Heavy Loaded,60.0,8.8,Accra,,Jollof Dishes,,chowdeck,1
Just Taste,Assorted Jollof medium pack,47.0,8.4,Accra,,Jollof Dishes,,chowdeck,1
Just Taste,Egg indomie,35.0,7.1,Accra,,Noodles,,chowdeck,1
Just Taste,Chicken indomie,45.0,7.4,Accra,,Noodles,,chowdeck,1
Just Taste,Assorted noodles heavy loaded,50.0,7.6,Accra,,Noodles,,chowdeck,1
Just Taste,Jollof Rice Heavy Loaded,50.0,8.7,Accra,,Jollof Dishes,,chowdeck,1
Just Taste,Beef indomie,45.0,7.2,Accra,,Noodles,,chowdeck,1
Just Taste,Potatoes with Fried Chicken,65.0,7.9,Accra,,Yam & Potato Dishes,,chowdeck,1
Just Taste,Yam Chips with Fried Chicken,45.0,7.6,Accra,,Yam & Potato Dishes,,chowdeck,1
Just Taste,Assorted indomie,50.0,7.5,Accra,,Noodles,,chowdeck,1
Bliss on Plate,Jollof Rice with Chicken,57.5,7.8,Accra,,Rice Meal,,chowdeck,1
Bliss on Plate,Chicken Fried Rice Special,46.0,7.6,Accra,,Rice Meal,,chowdeck,1
Bliss on Plate,Fried Rice With Chicken,57.5,7.4,Accra,,Rice Meal,,chowdeck,1
Bliss on Plate,Assorted Fried Rice,69.0,7.3,Accra,,Assorted Meal,,chowdeck,1
Bliss on Plate,Assorted Jollof Rice,69.0,7.5,Accra,,Assorted Meal,,chowdeck,1
Bliss on Plate,Chicken Jollof Rice Special,46.0,7.6,Accra,,Rice Meal,,chowdeck,1
Bliss on Plate,FriedRice Only,23.0,6.8,Accra,,Rice Meal,,chowdeck,1
Bliss on Plate,Jollof Rice Only,23.0,7.0,Accra,,Rice Meal,,chowdeck,1
Bliss on Plate,Fried Chicken,23.0,7.2,Accra,,Protein ,,chowdeck,1
Bliss on Plate,Spring Rolls 3pcs,23.0,6.9,Accra,,Appetiser ,,chowdeck,1
Bliss on Plate,Black Pepper Sauce,17.25,6.8,Accra,,Others,,chowdeck,1
Bliss on Plate,Potato Chips With Fried Chicken,57.5,7.1,Accra,,Fries Meal,,chowdeck,1
Bliss on Plate,Potato Chips Loaded,130.0,7.3,Accra,,Fries Meal,,chowdeck,1
Bliss on Plate,Loaded Fries Mini,90.0,7.2,Accra,,Fries Meal,,chowdeck,1
Pizzaman Chickenman,Spicy Wings 24Pcs,264.0,7.9,Accra,,Wings,,chowdeck,1
Pizzaman Chickenman,Spicy Wings 10pcs,121.0,7.7,Accra,,Wings,,chowdeck,1
Pizzaman Chickenman,Noodles Mini,132.0,7.0,Accra,,Noodles,,chowdeck,1
Pizzaman Chickenman,Noodles Maxi,170.5,7.2,Accra,,Noodles,,chowdeck,1
Pizzaman Chickenman,Jollof KƐ KƆKƆƆ(REGULAR),115.5,8.1,Accra,,Jollof Rice,,chowdeck,1
Pizzaman Chickenman,Guyman Jollof (Beef),53.9,7.9,Accra,,Guyman,,chowdeck,1
Pizzaman Chickenman,Guyman Fried Rice (Beef),53.9,7.6,Accra,,Guyman,,chowdeck,1
Pizzaman Chickenman,Classic Wings 24Pcs,264.0,7.8,Accra,,Wings,,chowdeck,1
Pizzaman Chickenman,Classic Wings 10pcs,121.0,7.6,Accra,,Wings,,chowdeck,1
Pizzaman Chickenman,Chibella Medium,159.5,7.3,Accra,,Medium,,chowdeck,1
Pizzaman Chickenman,Triple B Medium,159.5,7.2,Accra,,Medium,,chowdeck,1
Pizzaman Chickenman,Obiridan Medium,159.5,7.1,Accra,,Medium,,chowdeck,1
Pizzaman Chickenman,Dukeman Medium,181.5,7.3,Accra,,Medium,,chowdeck,1
Pizzaman Chickenman,Breezy Medium,170.5,7.4,Accra,,Medium,,chowdeck,1
Pizzaman Chickenman,Gretaben Medium,159.5,7.0,Accra,,Medium,,chowdeck,1
Pizzaman Chickenman,Kersame Medium,148.5,6.9,Accra,,Medium,,chowdeck,1
Pizzaman Chickenman,Triple B Large,209.0,7.5,Accra,,Large,,chowdeck,1
Pizzaman Chickenman,Obiridan Large,209.0,7.2,Accra,,Large,,chowdeck,1
Pizzaman Chickenman,Breezy Large,225.5,7.5,Accra,,Large,,chowdeck,1
Pizzaman Chickenman,Kersame Large,187.0,7.0,Accra,,,,chowdeck,1
Pizzaman Chickenman,Gretaben LARGE,209.0,7.0,Accra,Large,Large,,chowdeck,1
Pizzaman Chickenman,Dukeman LARGE,242.0,9.0,Accra,Large,Large,,chowdeck,1
Pizzaman Chickenman,CHIBELLA LARGE,209.0,6.0,Accra,Large,Large,,chowdeck,1
Pizzaman Chickenman,Kersame DOUBLE,272.8,8.0,Accra,Double,Double,,chowdeck,1
Pizzaman Chickenman,Breezy DOUBLE,314.6,5.0,Accra,Double,Double,,chowdeck,1
Pizzaman Chickenman,CHIBELLA DOUBLE,293.7,7.0,Accra,Double,Double,,chowdeck,1
Pizzaman Chickenman,Triple B Double,293.7,10.0,Accra,Double,Double,,chowdeck,1
Pizzaman Chickenman,Dukeman DOUBLE,335.5,6.0,Accra,Double,Double,,chowdeck,1
Pizzaman Chickenman,Gretaben DOUBLE,293.7,7.0,Accra,Double,Double,,chowdeck,1
Pizzaman Chickenman,Obiridan DOUBLE,293.7,8.0,Accra,Double,Double,,chowdeck,1
Pizzaman Chickenman,Tampico (0.5L),11.0,5.0,Accra,Drinks,Drinks,,chowdeck,1
Pizzaman Chickenman,Malt,20.0,9.0,Accra,Drinks,Drinks,,chowdeck,1
Pizzaman Chickenman,Don Simon,55.0,8.0,Accra,Drinks,Drinks,,chowdeck,1
Pizzaman Chickenman,Coke (1.5L),38.5,7.0,Accra,Drinks,Drinks,,chowdeck,1
Pizzaman Chickenman,Coke (0.5L),16.5,6.0,Accra,Drinks,Drinks,,chowdeck,1
Pizzaman Chickenman,Ceres,66.0,9.0,Accra,Drinks,Drinks,,chowdeck,1
Pizzaman Chickenman,Bottle Water,5.5,10.0,Accra,Drinks,Drinks,,chowdeck,1
Pious Fast Food,Chicken noodles,52.0,5.3,Accra,,Noodles Meals,,chowdeck,1
Pious Fast Food,Beef indomie,52.0,4.7,Accra,,Noodles Meals,,chowdeck,1
Pious Fast Food,Chicken indomie,52.0,6.8,Accra,,Noodles Meals,,chowdeck,1
Pious Fast Food,Sausage Indomie,50.0,3.9,Accra,,Noodles Meals,,chowdeck,1
Pious Fast Food,Assorted noodles,50.0,7.2,Accra,,Noodles Meals,,chowdeck,1
Pious Fast Food,Fried Rice with Fried Chicken,60.0,8.1,Accra,,Main Dishes,,chowdeck,1
Pious Fast Food,Chicken Fried Rice,70.0,6.4,Accra,,Main Dishes,,chowdeck,1
Pious Fast Food,Egg rice with Chicken,75.0,7.5,Accra,,Main Dishes,,chowdeck,1
Pious Fast Food,Beef fried rice,70.0,5.6,Accra,,Main Dishes,,chowdeck,1
Pious Fast Food,Egg rice only,65.0,4.8,Accra,,Main Dishes,,chowdeck,1
Pious Fast Food,Sausage fried rice with fried chicken,65.0,6.9,Accra,,Main Dishes,,chowdeck,1
Pious Fast Food,Egg rice with Chicken,75.0,7.8,Accra,,Main Dishes,,chowdeck,1
Pious Fast Food,Beef fried rice,70.0,6.0,Accra,,Main Dishes,,chowdeck,1
Papaye,Broasted Chicken Rice without Coleslaw,77.0,6.2,Accra,,Chicken,,chowdeck,1
Papaye,Grilled Chicken Chips without Coleslaw,85.0,7.9,Accra,,Chicken,,chowdeck,1
Papaye,Broasted Chicken Chips without Coleslaw,77.0,4.5,Accra,,Chicken,,chowdeck,1
Papaye,Grilled Chicken Rice without Coleslaw,77.0,5.2,Accra,,Chicken,,chowdeck,1
Papaye,Mini Chips with Coleslaw,40.0,3.7,Accra,,Chicken,,chowdeck,1
Papaye,Mini Rice with Coleslaw,40.0,4.9,Accra,,Chicken,,chowdeck,1
Papaye,Grilled Chicken Chips with Coleslaw,90.0,8.8,Accra,,Chicken,,chowdeck,1
Papaye,Grilled Chicken Rice with Coleslaw,90.0,9.2,Accra,,Chicken,,chowdeck,1
Papaye,Broasted Chicken Chips with Coleslaw,80.0,6.1,Accra,,Chicken,,chowdeck,1
Papaye,Broasted Chicken Rice with Coleslaw,80.0,6.6,Accra,,Chicken,,chowdeck,1
Papaye,Full Chicken,135.0,8.5,Accra,,Chicken,,chowdeck,1
Papaye,Fried Fish Rice with Coleslaw,88.0,7.0,Accra,,Fish,,chowdeck,1
Papaye,Grilled Fish Rice with Coleslaw,88.0,5.5,Accra,,Fish,,chowdeck,1
Papaye,Grilled Fish Chips with Coleslaw,88.0,8.2,Accra,,Fish,,chowdeck,1
Papaye,Egg Burger,60.0,4.2,Accra,,Burger,,chowdeck,1
Papaye,Beef Burger,60.0,6.9,Accra,,Burger,,chowdeck,1
Papaye,Cheese Burger,65.0,5.8,Accra,,Burger,,chowdeck,1
Papaye,Cheese Egg Burger,70.0,7.3,Accra,,Burger,,chowdeck,1
Papaye,Extra  Coleslaw,7.0,3.1,Accra,,Extra,,chowdeck,1
Papaye,Extra Fries,30.0,6.0,Accra,,Extra,,chowdeck,1
Pizza Hut,Beef Pepperoni (Boss Pizza),49.0,7.4,Accra,,MID MONTH DEAL,,chowdeck,1
Pizza Hut,Beef Deluxe. (Boss Pizza),49.0,6.3,Accra,,MID MONTH DEAL,,chowdeck,1
Pizza Hut,Double Meat. (Boss Pizza),49.0,7.8,Accra,,MID MONTH DEAL,,chowdeck,1
Pizza Hut,BBQ Meat Feast.  (Boss Pizza),49.0,8.4,Accra,,MID MONTH DEAL,,chowdeck,1
Pizza Hut,BBQ Meat Feast (Medium Pizza),79.0,7.1,Accra,,MID MONTH DEAL,,chowdeck,1
Pizza Hut,Beef Deluxe (Medium Pizza),79.0,5.9,Accra,,MID MONTH DEAL,,chowdeck,1
Pizza Hut,Double Meat (Medium Pizza),79.0,7.6,Accra,,MID MONTH DEAL,,chowdeck,1
Pizza Hut,Beef Pepperoni  (Medium Pizza),79.0,6.8,Accra,,MID MONTH DEAL,,chowdeck,1
Pizza Hut,Beef Deluxe Halal,100.0,8.9,Accra,,Meat Pizzas,,chowdeck,1
Pizza Hut,BBQ Meat Fest,100.0,9.2,Accra,,Meat Pizzas,,chowdeck,1
Pizza Hut,BBQ Meat Fest Halal,100.0,7.0,Accra,,Meat Pizzas,,chowdeck,1
Pizza Hut,Super Supreme,110.0,8.3,Accra,,Meat Pizzas,,chowdeck,1
Pizza Hut,Super Supreme Halal,110.0,9.0,Accra,,Meat Pizzas,,chowdeck,1
Pizza Hut,Pork Pepperoni,85.0,6.1,Accra,,Meat Pizzas,,chowdeck,1
Pizza Hut,Beef Pepperoni,85.0,8.8,Accra,,Meat Pizzas,,chowdeck,1
Pizza Hut,Beef Deluxe,100.0,7.7,Accra,,Meat Pizzas,,chowdeck,1
Pizza Hut,Double Meat,85.0,5.5,Accra,,Meat Pizzas,,chowdeck,1
Pizza Hut,Double Meat Halal,85.0,7.4,Accra,,Meat Pizzas,,chowdeck,1
Pizza Hut,Sweet Chilli Chicken & Feta,90.0,8.5,Accra,,Chicken Pizzas,,chowdeck,1
Pizza Hut,Tropical Chicken,90.0,7.2,Accra,,Chicken Pizzas,,chowdeck,1
Pizza Hut,Chicken Supreme,110.0,9.1,Accra,,Chicken Pizzas,,chowdeck,1
Pizza Hut,BBQ Chicken & Turkey,90.0,7.9,Accra,,Chicken Pizzas,,chowdeck,1
Pizza Hut,Chicken'n Sweet Corn,90.0,8.2,Accra,,Chicken Pizzas,,chowdeck,1
Pizza Hut,Hawaiian,75.0,4.8,Accra,,Chicken Pizzas,,chowdeck,1
Pizza Hut,Spicy Chicken,75.0,5.3,Accra,,Chicken Pizzas,,chowdeck,1
Pizza Hut,Chicken n Avocado,85.0,6.7,Accra,,Chicken Pizzas,,chowdeck,1
Pizza Hut,Chicken & Mushroom,85.0,7.6,Accra,,Chicken Pizzas,,chowdeck,1
Pizza Hut,Margherita,65.0,8.0,Accra,,Veg Pizzas,,chowdeck,1
Pizza Hut,Cheesy Avocado,75.0,4.9,Accra,,Veg Pizzas,,chowdeck,1
Pizza Hut,Fiery Veg,75.0,5.4,Accra,,Veg Pizzas,,chowdeck,1
Pizza Hut,Double Cheese,75.0,7.2,Accra,,Veg Pizzas,,chowdeck,1
Pizza Hut,Feta & Roasted Veg,80.0,7.7,Accra,,Veg Pizzas,,chowdeck,1
Pizza Hut,Veg. Delight,75.0,5.6,Accra,,Veg Pizzas,,chowdeck,1
Pizza Hut,Pork Pepperoni  Melts (Non Halal),65.0,6.0,Accra,,Melts,,chowdeck,1
Pizza Hut,Fiery Veg Melts,65.0,3.8,Accra,,Melts,,chowdeck,1
Pizza Hut,Avocado and Cheese Melts,65.0,4.6,Accra,,Melts,,chowdeck,1
Pizza Hut,Fiery Double Cheese Melts,65.0,6.4,Accra,,Melts,,chowdeck,1
Pizza Hut,Hot Chicken Melts,65.0,7.0,Accra,,Melts,,chowdeck,1
Pizza Hut,Avocado Chicken Melts,65.0,7.5,Accra,,Melts,,chowdeck,1
Pizza Hut,Hot Beef Melts (Non Halal),65.0,6.2,Accra,,Melts,,chowdeck,1
Pizza Hut,Beef Pepperoni  Melts (Halal),65.0,6.9,Accra,,Melts,,chowdeck,1
Pizza Hut,Hot Beef Melts (Halal),65.0,4.4,Accra,,Melts,,chowdeck,1
Pizza Hut,Cheesy Crinkle Fries - Regular,40.0,3.2,Accra,,Sides,,chowdeck,1
Pizza Hut,Crinkle Fries - Regular,40.0,5.8,Accra,,Sides,,chowdeck,1
Pizza Hut,Portion of Fries - Large,45.0,7.1,Accra,,Sides,,chowdeck,1
Pizza Hut,Portion of Fries - Regular,35.0,4.5,Accra,,Sides,,chowdeck,1
Pizza Hut,Cheesy Fries - Large,45.0,6.8,Accra,,Sides,,chowdeck,1
Pizza Hut,Cheesy Fries - Regular,40.0,5.2,Accra,,Sides,,chowdeck,1
Pizza Hut,Crinkle Fries - Large,45.0,7.0,Accra,,Sides,,chowdeck,1
Pizza Hut,Chilli Fries - Large,45.0,7.8,Accra,,Sides,,chowdeck,1
Pizza Hut,Chilli Fries - Regular,40.0,6.0,Accra,,Sides,,chowdeck,1
Pizza Hut,Cheesy Crinkle Fries - Large,45.0,7.6,Accra,,Sides,,chowdeck,1
Pizza Hut,Cheesy Garlic Twist,55.0,6.9,Accra,,Sides,,chowdeck,1
Pizza Hut,Garlic Bread Sticks,45.0,6.5,Accra,,Sides,,chowdeck,1
Pizza Hut,Veg Jollof Rice,35.0,5.3,Accra,,Sides,,chowdeck,1
Pizza Hut,Jumbo Breaded Wings,80.0,8.6,Accra,,Sides,,chowdeck,1
Pizza Hut,Jumbo Traditional Wings,80.0,9.0,Accra,,Sides,,chowdeck,1
Pizza Hut,Crumbed Chicken Strips,80.0,8.1,Accra,,Sides,,chowdeck,1
Pizza Hut,Guinness,25.0,6.4,Accra,,Beverages,,chowdeck,1
Pizza Hut,Club Beer,20.0,5.5,Accra,,Beverages,,chowdeck,1
Pizza Hut,Faragello Cocktail,25.0,7.2,Accra,,Beverages,,chowdeck,1
Pizza Hut,300 ML Sprite,12.0,6.7,Accra,,Beverages,,chowdeck,1
Pizza Hut,Faragello Apple,25.0,7.0,Accra,,Beverages,,chowdeck,1
Pizza Hut,Voltic Water 500 Ml.,8.0,9.8,Accra,,Beverages,,chowdeck,1
Pizza Hut,300 ML Coke,12.0,7.5,Accra,,Beverages,,chowdeck,1
Pizza Hut,Faragello Grape,25.0,6.6,Accra,,Beverages,,chowdeck,1
Pizza Hut,300 ML Fanta,12.0,6.1,Accra,,Beverages,,chowdeck,1
Pizza Hut,Hut Doubles Medium,220.0,8.8,Accra,,Combos,,chowdeck,1
Pizza Hut,Hut Doubles Large,310.0,9.1,Accra,,Combos,,chowdeck,1
Pizza Hut,Dinner Box - Add Fries + Wings,360.0,8.9,Accra,,Combos,,chowdeck,1
Pizza Hut,Big Boss,400.0,9.4,Accra,,Combos,,chowdeck,1
Pizza Hut,Hut Doubles Boss,140.0,7.7,Accra,,Combos,,chowdeck,1
Pizza Hut,Bossu Kids Special,75.0,6.5,Accra,,Combos,,chowdeck,1
Pizza Hut,Hut Special 1,150.0,9.2,Accra,,Combos,,chowdeck,1
Pizza Hut,Hut Special 2,210.0,8.6,Accra,,Combos,,chowdeck,1
Pizza Hut,Wings Special,145.0,9.0,Accra,,Combos,,chowdeck,1
Pizza Hut,Big Boss Combo,425.0,9.5,Accra,,Combos,,chowdeck,1
Papa’s Pizza,Medium Margherita (No Pork),106.8,6.8,Accra,,Papa's Youngster,,chowdeck,1
Papa’s Pizza,Periperi Chicken Wings,144.0,8.4,Accra,,Sides,,chowdeck,1
Papa’s Pizza,Medium BBQ Lovers,130.0,8.2,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,Medium Falaa Freestyler,156.0,9.0,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,Medium Papa No (No Pork),130.8,7.2,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,Large Falaa Freestyler,204.0,8.8,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,Large Papa No (No Pork),202.8,7.9,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,Spicy Bbq Chicken Wings,144.0,6.2,Accra,,Sides,,chowdeck,1
Papa’s Pizza,Large BBQ Lovers,202.8,8.5,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,Fried Rice Only (Small),66.0,4.6,Accra,,Portion,,chowdeck,1
Papa’s Pizza,Large Margherita (No Pork),154.8,7.1,Accra,,Papa's Youngster,,chowdeck,1
Papa’s Pizza,XL Falaa Freestyler,300.0,9.3,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,XL BBQ Lovers,298.8,8.2,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,XL Papa No (No Pork),298.8,7.0,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,XL Margherita (No Pork),226.8,6.9,Accra,,Papa's Youngster,,chowdeck,1
Papa’s Pizza,BBQ Chicken Wings,144.0,7.7,Accra,,Sides,,chowdeck,1
Papa’s Pizza,Fried Rice Only (Big),102.0,5.5,Accra,,Portion,,chowdeck,1
Papa’s Pizza,Jumbo BBQ Lovers,334.8,8.7,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,Jumbo Margherita (No Pork),238.8,6.4,Accra,,Papa's Youngster,,chowdeck,1
Papa’s Pizza,Jumbo Falaa Freestyler,348.0,9.2,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,Spicy Pork Chops,168.0,7.8,Accra,,Sides,,chowdeck,1
Papa’s Pizza,Jumbo Papa No (No Pork),322.8,7.5,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,Jollof Only (Small),66.0,4.8,Accra,,Portion,,chowdeck,1
Papa’s Pizza,Small Ghanaman (No Pork),94.8,6.2,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,Small Sweet Moments,118.8,8.0,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,Jollof Only (Big),102.0,5.2,Accra,,Portion,,chowdeck,1
Papa’s Pizza,Small Papa's Love,138.8,8.6,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,Fried Rice and Chicken (Small),142.8,7.4,Accra,,Rice Dishes,,chowdeck,1
Papa’s Pizza,Medium Ghanaman (No Pork),130.8,6.0,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,Medium Sweet Moments,130.8,7.8,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,Medium Papa's Love,180.0,8.7,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,Large Ghanaman (No Pork),202.8,7.2,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,Large Sweet Moments,178.8,8.1,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,Large Papa's Love,228.8,8.9,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,Fried Rice and Chicken (Big),166.8,6.5,Accra,,Rice Dishes,,chowdeck,1
Papa’s Pizza,XL Ghanaman (No Pork),250.8,7.7,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,XL Papa's Love,324.0,8.8,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,XL Sweet Moments,274.8,7.0,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,Fried Rice and Portion of Pork (Big),214.8,6.6,Accra,,Rice Dishes,,chowdeck,1
Papa’s Pizza,Jumbo Sweet Moments,298.8,8.4,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,Fried Rice and Half Portion of Pork (Big),154.8,5.0,Accra,,Rice Dishes,,chowdeck,1
Papa’s Pizza,Jumbo Papa's Love,372.0,9.4,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,Jumbo Ghanaman (No Pork),274.8,6.9,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,Small Papa's Full House,118.8,8.0,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,Small Hot & Spicy (No Pork),96.0,5.7,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,Small Freestyler,156.0,8.5,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,Fried Rice and Portion of Pork (Small),178.8,6.4,Accra,,Rice Dishes,,chowdeck,1
Papa’s Pizza,Medium Papa's Full House,130.8,7.6,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,Medium Hot & Spicy (No Pork),130.8,5.5,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,Medium Freestyler,192.0,8.3,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,Fried Rice and Half Portion of Pork (Small),118.8,4.9,Accra,,Rice Dishes,,chowdeck,1
Papa’s Pizza,Large Hot & Spicy (No Pork),202.8,6.0,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,Large Papa's Full House,214.8,7.8,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,Jollof Rice and Portion of Pork (Big),214.8,6.8,Accra,,Rice Dishes,,chowdeck,1
Papa’s Pizza,Large Freestyler,264.0,9.1,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,XL Papa's Full House,298.8,8.9,Accra,,Papa's Lovers,,chowdeck,1
Papa’s Pizza,XL Hot & Spicy (No Pork),298.8,6.9,Accra,,Big Bosses,,chowdeck,1
Papa’s Pizza,XL Freestyler,372.0,9.2,Accra,,Your Own Masterpiece,,chowdeck,1
Papa’s Pizza,Jollof Rice and Half Portion of Pork (Big),166.8,5.6,Accra,,Rice Dishes,,chowdeck,1
Papa’s Pizza,Jumbo Hot & Spicy (No Pork),322.8,7.1,Accra,,Big Bosses,,chowdeck,1
